"Sample_ID"	"sampling_id"	"capture_method"	"capture_depth"	"capture_time"	"death_time"	"death_method"	"body_storage"	"picture_identification"	"taxonomy"	"body_quality"	"body_mass"	"standard_length"	"body_width"	"mouth_depth"	"mouth_width"	"picture_morphometrics"	"picture_gut"	"gut_state"	"gut_fullness"	"barcoding_time"	"barcoding_id"	"barcoding_field_storage"	"skin_id"	"transcripto_id"	"bt_freezer_temp"	"bt_freezer_time"	"abundance_id"	"abundance_volume"	"abundance_formol"	"stomach_barcoding_id"	"stomach_nut_id"	"feces_nut_id"	"genetic_id"	"otolith_id"	"sex_state"	"gonads_nut_id"	"body_nut_id"	"muscle_isotope_id"	"liver_isotope_id"	"stomach_isotope_id"	"nicx_field_storage"	"nicx_freezer_time"	"comments"	"country"	"country_Season"	"X"	"date"	"region"	"site"	"type"	"subtype"	"Capture_method"	"Capture_depth"	"Capture_time"	"Death_time"	"Death_method"	"Body_storage"	"Taxonomy"	"Ouverture.opercule"	"gut_metabarcod_time"	"sequencing"	"gut_metabarcod_fieldStorage"	"gut_metabarcod_labTemp"	"gut_metabarcod_labTime"	"fish_genetic"	"genetic_sent"	"otolith"	"reproduction"	"isotope_liver"	"Blood"	"Scale"	"Brain"	"Hypothalamus"	"Hypophyse"	"Notes"	"sampling_time"	"sampling_depth"	"sample_type"	"sample_taxonomy"	"sample_pic_uw"	"sample_storage"	"sample_pic_lab"	"swab_area"	"swab_time"	"nutrient_id"	"isotope_id"	"bni_storage"	"bni_freezer"	"notes.x"	"water_time"	"water_depth"	"water_volume"	"water_storage"	"filtering_time"	"filtering_volume"	"filter_type"	"chlorophyll_id"	"isotop_id"	"snbc_storage"	"snbc_freezer"	"sampling_rank"	"spot_name"	"spot_longitude"	"spot_latitude"	"way_point"	"gps_device"	"gps_precision"	"sampling_date"	"sampling_start"	"sampling_method"	"weather"	"wind_speed"	"wave_height"	"water_temperature"	"visibility_horizontal"	"current_speed"	"depth_min"	"depth_max"	"habitat_type"	"pictures_habitat"	"videos_habitat"	"sampling_area"	"tasks_done"	"type_of_storage"	"sampling_end"	"notes.y"
"S_F083"	"S_F03"	NA	NA	NA	NA	NA	NA	NA	NA	"OK"	"48"	"145"	"15,87"	"10,01"	"9,15"	NA	NA	"OK"	"Full_gut"	NA	"S_F083_B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	NA	NA	"handnet_gillnet"	"0-2m"	"08:42:00"	"08:44:00"	"Ice"	"Ice"	"Sarpa_salpa"	"10,29"	"09:18:00"	"sequenced"	"Ice"	-20	"17:00:00"	"S_F083_X"	NA	"S_F083_O"	NA	"S_F083_IL"	"S_F083_BL"	"S_F083_SC"	NA	NA	NA	"Full_stomach"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	3.7691667	43.4291667	NA	NA	NA	"2022-06-17"	"08:15:00"	"snorkeling"	"sunny"	10	0	21.8	2	NA	0.5	2	"rocky_shore"	0	NA	NA	"water, macrophyte, fish, blood"	"cooler with ice"	"15:00"	NA
"S_F081"	"S_F03"	NA	NA	NA	NA	NA	NA	NA	NA	"OK"	"49"	"145"	"16,85"	"10,43"	"9,95"	NA	NA	"OK"	"Firstquarter_full"	NA	"S_F081_B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	NA	NA	"handnet_gillnet"	"0-2m"	"08:35:00"	"08:36:00"	"Ice"	"Ice"	"Diplodus_vulgaris"	"9,83"	"09:02:00"	"sequenced"	"Ice"	-20	"17:00:00"	"S_F081_X"	NA	"S_F081_O"	NA	"S_F081_IL"	"S_F081_BL"	"S_F081_SC"	NA	NA	NA	"Gut gras et court"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	3.7691667	43.4291667	NA	NA	NA	"2022-06-17"	"08:15:00"	"snorkeling"	"sunny"	10	0	21.8	2	NA	0.5	2	"rocky_shore"	0	NA	NA	"water, macrophyte, fish, blood"	"cooler with ice"	"15:00"	NA
"S_F095"	"S_F03"	NA	NA	NA	NA	NA	NA	NA	NA	"OK"	"42"	"136"	"14,86"	"8,25"	"8,14"	NA	NA	"OK"	"Full_gut"	NA	"S_F095_B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	NA	NA	"handnet_gillnet"	"0-2m"	"09:55:00"	NA	"Ice"	"Ice"	"Sarpa_salpa"	"11,22"	"11:08:00"	"sequenced"	"Ice"	-20	"17:00:00"	"S_F095_X"	NA	"S_F095_O"	NA	"S_F095_IL"	"S_F095_BL"	"S_F095_SC"	NA	NA	NA	"Fecès_Full_stomach"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	3.7691667	43.4291667	NA	NA	NA	"2022-06-17"	"08:15:00"	"snorkeling"	"sunny"	10	0	21.8	2	NA	0.5	2	"rocky_shore"	0	NA	NA	"water, macrophyte, fish, blood"	"cooler with ice"	"15:00"	NA
"S_F096"	"S_F03"	NA	NA	NA	NA	NA	NA	NA	NA	"OK"	"43"	"145"	"17,19"	"8,21"	"8,84"	NA	NA	"OK"	"Full_gut"	NA	"S_F096_B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	NA	NA	"handnet_gillnet"	"0-2m"	"09:55:00"	NA	"Ice"	"Ice"	"Sarpa_salpa"	"9,05"	"11:19:00"	"sequenced"	"Ice"	-20	"17:00:00"	"S_F096_X"	NA	"S_F096_O"	NA	"S_F096_IL"	"S_F096_BL"	"S_F096_SC"	NA	NA	NA	"Fecès_Full_stomach"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	3.7691667	43.4291667	NA	NA	NA	"2022-06-17"	"08:15:00"	"snorkeling"	"sunny"	10	0	21.8	2	NA	0.5	2	"rocky_shore"	0	NA	NA	"water, macrophyte, fish, blood"	"cooler with ice"	"15:00"	NA
"S_F097"	"S_F03"	NA	NA	NA	NA	NA	NA	NA	NA	"OK"	"37"	"142"	"16,21"	"7,75"	"8,28"	NA	NA	"OK"	"End_full"	NA	"S_F097_B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	NA	NA	"handnet_gillnet"	"0-2m"	"09:55:00"	NA	"Ice"	"Ice"	"Sarpa_salpa"	"9,73"	"11:27:00"	"sequenced"	"Ice"	-20	"17:00:00"	"S_F097_X"	NA	"S_F097_O"	NA	"S_F097_IL"	"S_F097_BL"	"S_F097_SC"	NA	NA	NA	"Fecès_ First third of the stomach full _Full_stomach"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	3.7691667	43.4291667	NA	NA	NA	"2022-06-17"	"08:15:00"	"snorkeling"	"sunny"	10	0	21.8	2	NA	0.5	2	"rocky_shore"	0	NA	NA	"water, macrophyte, fish, blood"	"cooler with ice"	"15:00"	NA
"S_F085"	"S_F03"	NA	NA	NA	NA	NA	NA	NA	NA	"OK"	"67"	"167"	"20,13"	"9,71"	"9,08"	NA	NA	"OK"	"End_full"	NA	"S_F085_B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	NA	NA	"handnet_gillnet"	"0-2m"	"08:42:00"	"08:44:00"	"Ice"	"Ice"	"Sarpa_salpa"	"9,88"	"09:43:00"	"sequenced"	"Ice"	-20	"17:00:00"	"S_F085_X"	NA	"S_F085_O"	NA	"S_F085_IL"	"S_F085_BL"	"S_F085_SC"	NA	NA	NA	"Fecès _ 1er tier du gut not full"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	3.7691667	43.4291667	NA	NA	NA	"2022-06-17"	"08:15:00"	"snorkeling"	"sunny"	10	0	21.8	2	NA	0.5	2	"rocky_shore"	0	NA	NA	"water, macrophyte, fish, blood"	"cooler with ice"	"15:00"	NA
"S_F086"	"S_F03"	NA	NA	NA	NA	NA	NA	NA	NA	"OK"	"41"	"148"	"16,38"	"8,79"	"8,68"	NA	NA	"OK"	"Almost_empty"	NA	"S_F086_B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	NA	NA	"handnet_gillnet"	"0-2m"	"08:42:00"	"08:44:00"	"Ice"	"Ice"	"Sarpa_salpa"	"9,89"	NA	"sequenced"	"Ice"	-20	"17:00:00"	"S_F086_X"	NA	"S_F086_O"	NA	"S_F086_IL"	NA	"S_F086_SC"	NA	NA	NA	"Pas de prélèvement de sang _ Fecès"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	3.7691667	43.4291667	NA	NA	NA	"2022-06-17"	"08:15:00"	"snorkeling"	"sunny"	10	0	21.8	2	NA	0.5	2	"rocky_shore"	0	NA	NA	"water, macrophyte, fish, blood"	"cooler with ice"	"15:00"	NA
"S_F087"	"S_F03"	NA	NA	NA	NA	NA	NA	NA	NA	"OK"	"44"	"147"	"17,81"	"8,66"	"8,14"	NA	NA	"OK"	"Half_full"	NA	"S_F087_B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	NA	NA	"handnet_gillnet"	"0-2m"	"08:48:00"	"08:50:00"	"Ice"	"Ice"	"Sarpa_salpa"	"8,96"	"10:14:00"	"sequenced"	"Ice"	-20	"17:00:00"	"S_F087_X"	NA	"S_F087_O"	NA	"S_F087_IL"	"S_F087_BL"	"S_F087_SC"	NA	NA	NA	"Full_stomach"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	3.7691667	43.4291667	NA	NA	NA	"2022-06-17"	"08:15:00"	"snorkeling"	"sunny"	10	0	21.8	2	NA	0.5	2	"rocky_shore"	0	NA	NA	"water, macrophyte, fish, blood"	"cooler with ice"	"15:00"	NA
"S_F084"	"S_F03"	NA	NA	NA	NA	NA	NA	NA	NA	"OK"	"44"	"142"	"16,76"	"8,91"	"8,88"	NA	NA	"OK"	"Almost_full"	NA	"S_F084_B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	NA	NA	"handnet_gillnet"	"0-2m"	"08:42:00"	"08:44:00"	"Ice"	"Ice"	"Sarpa_salpa"	"9,98"	"09:32:00"	"sequenced"	"Ice"	-20	"17:00:00"	"S_F084_X"	NA	"S_F084_O"	NA	"S_F084_IL"	NA	NA	NA	NA	NA	"Pas de prélèvement de sang _ Full_stomach"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	3.7691667	43.4291667	NA	NA	NA	"2022-06-17"	"08:15:00"	"snorkeling"	"sunny"	10	0	21.8	2	NA	0.5	2	"rocky_shore"	0	NA	NA	"water, macrophyte, fish, blood"	"cooler with ice"	"15:00"	NA
"S_F094"	"S_F03"	NA	NA	NA	NA	NA	NA	NA	NA	"OK"	"46"	"149"	"17,21"	"8,45"	"8,52"	NA	NA	"OK"	"Half_full"	NA	"S_F094_B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	NA	NA	"handnet_gillnet"	"0-2m"	"09:55:00"	NA	"Ice"	"Ice"	"Sarpa_salpa"	"10,76"	"11:00:00"	"sequenced"	"Ice"	-20	"17:00:00"	"S_F094_X"	NA	"S_F094_O"	NA	"S_F094_IL"	"S_F094_BL"	"S_F094_SC"	NA	NA	NA	"Fecès _ Full_stomach"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	3.7691667	43.4291667	NA	NA	NA	"2022-06-17"	"08:15:00"	"snorkeling"	"sunny"	10	0	21.8	2	NA	0.5	2	"rocky_shore"	0	NA	NA	"water, macrophyte, fish, blood"	"cooler with ice"	"15:00"	NA
"S_F109"	"S_F03"	NA	NA	NA	NA	NA	NA	NA	NA	"OK"	NA	"54"	NA	NA	NA	NA	NA	"OK"	"Full_gut"	NA	"S_F109_B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	NA	NA	"handnet_gillnet"	"0-2m"	"10:39:00"	"10:40:00"	"Ice"	"Ice"	"Diplodus_vulgaris"	NA	"13:08:00"	"sequenced"	"Ice"	-20	"17:00:00"	"S_F109_X"	NA	"S_F109_O"	NA	"S_F109_IL"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	3.7691667	43.4291667	NA	NA	NA	"2022-06-17"	"08:15:00"	"snorkeling"	"sunny"	10	0	21.8	2	NA	0.5	2	"rocky_shore"	0	NA	NA	"water, macrophyte, fish, blood"	"cooler with ice"	"15:00"	NA
"S_F112"	"S_F03"	NA	NA	NA	NA	NA	NA	NA	NA	"OK"	"6"	"80"	"8"	NA	NA	NA	NA	"OK"	"Almost_full"	NA	"S_F112_B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	NA	NA	"handnet_gillnet"	"0-2m"	"10:39:00"	"10:40:00"	"Ice"	"Ice"	"Sarpa_salpa"	NA	"13:19:00"	"sequenced"	"Ice"	-20	"17:00:00"	"S_F112_X"	NA	"S_F112_O"	NA	"S_F112_IL"	NA	NA	NA	NA	NA	"Full_stomach"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	3.7691667	43.4291667	NA	NA	NA	"2022-06-17"	"08:15:00"	"snorkeling"	"sunny"	10	0	21.8	2	NA	0.5	2	"rocky_shore"	0	NA	NA	"water, macrophyte, fish, blood"	"cooler with ice"	"15:00"	NA
"S_F098"	"S_F03"	NA	NA	NA	NA	NA	NA	NA	NA	"OK"	"55"	"162"	"19,95"	"9,45"	"9,39"	NA	NA	"OK"	"Half_full"	NA	"S_F098_B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	NA	NA	"handnet_gillnet"	"0-2m"	"09:55:00"	NA	"Ice"	"Ice"	"Sarpa_salpa"	"11,87"	"11:43:00"	"sequenced"	"Ice"	-20	"17:00:00"	"S_F098_X"	NA	"S_F098_O"	NA	"S_F098_IL"	"S_F098_BL"	"S_F098_SC"	NA	NA	NA	"Fecès _ Full_tomach"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	3.7691667	43.4291667	NA	NA	NA	"2022-06-17"	"08:15:00"	"snorkeling"	"sunny"	10	0	21.8	2	NA	0.5	2	"rocky_shore"	0	NA	NA	"water, macrophyte, fish, blood"	"cooler with ice"	"15:00"	NA
"S_F099"	"S_F03"	NA	NA	NA	NA	NA	NA	NA	NA	"OK"	"40"	"136"	"18,22"	"9,48"	"8,50"	NA	NA	"OK"	"Full_gut"	NA	"S_F099_B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	NA	NA	"handnet_gillnet"	"0-2m"	"10:19:00"	"10:20:00"	"Ice"	"Ice"	"Diplodus"	"11,54"	"11:52:00"	"sequenced"	"Ice"	-20	"17:00:00"	"S_F099_X"	NA	"S_F099_O"	NA	"S_F099_IL"	"S_F099_BL"	"S_F099_SC"	NA	NA	NA	"coquille"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	3.7691667	43.4291667	NA	NA	NA	"2022-06-17"	"08:15:00"	"snorkeling"	"sunny"	10	0	21.8	2	NA	0.5	2	"rocky_shore"	0	NA	NA	"water, macrophyte, fish, blood"	"cooler with ice"	"15:00"	NA
"S_F100"	"S_F03"	NA	NA	NA	NA	NA	NA	NA	NA	"OK"	"40"	"135"	"15,69"	"9,22"	"8,28"	NA	NA	"OK"	"Full_gut"	NA	"S_F100_B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	NA	NA	"handnet_gillnet"	"0-2m"	"10:28:00"	"10:29:00"	"Ice"	"Ice"	"Diplodus"	"13,16"	"12:17:00"	"sequenced"	"Ice"	-20	"17:00:00"	"S_F100_X"	NA	"S_F100_O"	NA	"S_F100_IL"	"S_F100_BL"	"S_F100_SC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	3.7691667	43.4291667	NA	NA	NA	"2022-06-17"	"08:15:00"	"snorkeling"	"sunny"	10	0	21.8	2	NA	0.5	2	"rocky_shore"	0	NA	NA	"water, macrophyte, fish, blood"	"cooler with ice"	"15:00"	NA
"S_F088"	"S_F03"	NA	NA	NA	NA	NA	NA	NA	NA	"OK"	"39"	"144"	"14,61"	"9,04"	"8,45"	NA	NA	"OK"	"Almost_full"	NA	"S_F088_B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	NA	NA	"handnet_gillnet"	"0-2m"	"08:48:00"	"08:50:00"	"Ice"	"Ice"	"Sarpa_salpa"	"13,04"	"10:24:00"	"sequenced"	"Ice"	-20	"17:00:00"	"S_F088_X"	NA	"S_F088_O"	NA	"S_F088_IL"	"S_F088_BL"	"S_F088_SC"	NA	NA	NA	"Fecès"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	3.7691667	43.4291667	NA	NA	NA	"2022-06-17"	"08:15:00"	"snorkeling"	"sunny"	10	0	21.8	2	NA	0.5	2	"rocky_shore"	0	NA	NA	"water, macrophyte, fish, blood"	"cooler with ice"	"15:00"	NA
"S_F090"	"S_F03"	NA	NA	NA	NA	NA	NA	NA	NA	"OK"	"4"	"65"	NA	NA	NA	NA	NA	"OK"	"Amost_full"	NA	"S_F090_B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	NA	NA	"handnet_gillnet"	"0-2m"	"08:42:00"	"08:44:00"	"Ice"	"Ice"	"Sarpa_salpa"	NA	"10:31:00"	"sequenced"	"Ice"	-20	"17:00:00"	"S_F090_X"	NA	"S_F090_O"	NA	"S_F090"	NA	NA	NA	NA	NA	"Prélèvement du contenu intestinal + paroi _ Full_stomach"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	3.7691667	43.4291667	NA	NA	NA	"2022-06-17"	"08:15:00"	"snorkeling"	"sunny"	10	0	21.8	2	NA	0.5	2	"rocky_shore"	0	NA	NA	"water, macrophyte, fish, blood"	"cooler with ice"	"15:00"	NA
"S_F091"	"S_F03"	NA	NA	NA	NA	NA	NA	NA	NA	"OK"	"4"	"63"	NA	NA	NA	NA	NA	"OK"	"Amost_full"	NA	"S_F091_B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	NA	NA	"handnet_gillnet"	"0-2m"	"08:42:00"	"08:44:00"	"Ice"	"Ice"	"Sarpa_salpa"	NA	"10:41:00"	"sequenced"	"Ice"	-20	"17:00:00"	"S_F091_X"	NA	"S_F091_O"	NA	"S_F091"	NA	NA	NA	NA	NA	"Prélèvement du contenu intestinal + paroi/ Full_stomach"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	3.7691667	43.4291667	NA	NA	NA	"2022-06-17"	"08:15:00"	"snorkeling"	"sunny"	10	0	21.8	2	NA	0.5	2	"rocky_shore"	0	NA	NA	"water, macrophyte, fish, blood"	"cooler with ice"	"15:00"	NA
"S_F092"	"S_F03"	NA	NA	NA	NA	NA	NA	NA	NA	"OK"	NA	"55"	NA	NA	NA	NA	NA	"OK"	"Amost_full"	NA	"S_F092_B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	NA	NA	"handnet_gillnet"	"0-2m"	"08:42:00"	"08:44:00"	"Ice"	"Ice"	"Sarpa_salpa"	NA	"10:45:00"	"sequenced"	"Ice"	-20	"17:00:00"	"S_F092_X"	NA	"S_F092_O"	NA	"S_F092"	NA	NA	NA	NA	NA	"Prélèvement du contenu intestinal + paroi/Full_stomach/Fecès"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	3.7691667	43.4291667	NA	NA	NA	"2022-06-17"	"08:15:00"	"snorkeling"	"sunny"	10	0	21.8	2	NA	0.5	2	"rocky_shore"	0	NA	NA	"water, macrophyte, fish, blood"	"cooler with ice"	"15:00"	NA
"S_F093"	"S_F03"	NA	NA	NA	NA	NA	NA	NA	NA	"OK"	"33"	"53"	NA	NA	NA	NA	NA	"OK"	"Amost_full"	NA	"S_F093_B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	NA	NA	"handnet_gillnet"	"0-2m"	"09:55:00"	NA	"Ice"	"Ice"	"Sarpa_salpa"	NA	"10:50:00"	"sequenced"	"Ice"	-20	"17:00:00"	"S_F093_X"	NA	"S_F093_O"	NA	"S_F093"	NA	NA	NA	NA	NA	"Prélèvement du contenu intestinal + paroi/Full_stomach"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	3.7691667	43.4291667	NA	NA	NA	"2022-06-17"	"08:15:00"	"snorkeling"	"sunny"	10	0	21.8	2	NA	0.5	2	"rocky_shore"	0	NA	NA	"water, macrophyte, fish, blood"	"cooler with ice"	"15:00"	NA
"S_M017"	"S_F03"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S_M017_B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"14:00:00"	"0.5-1"	"Algae"	"Padina_pavonica"	NA	NA	NA	NA	NA	NA	"S_M017_I"	"14:10:00"	"17:00:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	3.7691667	43.4291667	NA	NA	NA	"2022-06-17"	"08:15:00"	"snorkeling"	"sunny"	10	0	21.8	2	NA	0.5	2	"rocky_shore"	0	NA	NA	"water, macrophyte, fish, blood"	"cooler with ice"	"15:00"	NA
"S_M018"	"S_F03"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S_M018_B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"14:00"	"0.5-1"	"Algae"	"Padina_pavonica"	NA	NA	NA	NA	NA	NA	"S_M018_I"	"14:10"	"17:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	3.7691667	43.4291667	NA	NA	NA	"2022-06-17"	"08:15:00"	"snorkeling"	"sunny"	10	0	21.8	2	NA	0.5	2	"rocky_shore"	0	NA	NA	"water, macrophyte, fish, blood"	"cooler with ice"	"15:00"	NA
"S_M019"	"S_F03"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S_M019_B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"14:00"	"0.5-1"	"Algae"	"Dictyota"	NA	NA	NA	NA	NA	NA	"S_M019_I"	"14:10"	"17:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frontignan"	3.7691667	43.4291667	NA	NA	NA	"2022-06-17"	"08:15:00"	"snorkeling"	"sunny"	10	0	21.8	2	NA	0.5	2	"rocky_shore"	0	NA	NA	"water, macrophyte, fish, blood"	"cooler with ice"	"15:00"	NA
